"genus","age","avg_abundance"
"Methanobrevibacter",7,1.2
"Methanosarcina",4,1.2
"Methylobacterium",3,1.2
"Methylobacterium",4,1.2
"Methylobacterium",5,1.2
"Mycobacterium",3,1.2
"Orenia",5,1.2
"Paraclostridium",4,1.2
"Sebaldella",3,1.2
"Shewanella",3,1.2
"Slackia",9,1.2
"Succinimonas",3,1.2
"Sulfobacillus",3,1.2
"Sulfurovum",5,1.2
"Syntrophus",4,1.2
"Tenacibaculum",3,1.2
"Tenacibaculum",5,1.2
"Tepidibacillus",4,1.2
"Thermoanaerobacter",3,1.2
"Thermococcus",3,1.2
"Thiomargarita",3,1.2
"Thiomargarita",5,1.2
"Pedobacter",4,1.1875
"Pseudoalteromonas",4,1.1875
"Pseudomonas",5,1.18604651162791
"Brevibacillus",5,1.18181818181818
"Gillisia",3,1.18181818181818
"Gillisia",4,1.18181818181818
"Leptotrichia",4,1.18181818181818
"Stenotrophomonas",3,1.18181818181818
"Chryseobacterium",7,1.17647058823529
"Carnobacterium",4,1.17391304347826
"Atopococcus",3,1.16666666666667
"Cellulophaga",4,1.16666666666667
"Corallococcus",5,1.16666666666667
"Desulfovirgula",4,1.16666666666667
"Empedobacter",3,1.16666666666667
"Fontibacillus",3,1.16666666666667
"Gallibacterium",6,1.16666666666667
"Halanaerobium",4,1.16666666666667
"Halobacillus",4,1.16666666666667
"Halomonas",5,1.16666666666667
"Halomonas",7,1.16666666666667
"Herbaspirillum",5,1.16666666666667
"Jejuia",3,1.16666666666667
"Jejuia",4,1.16666666666667
"Jiangella",4,1.16666666666667
"Methylomonas",7,1.16666666666667
"Methylovulum",5,1.16666666666667
"Microcystis",4,1.16666666666667
"Mycobacterium",5,1.16666666666667
"Nostoc",5,1.16666666666667
"Oceanobacillus",3,1.16666666666667
"Parachlamydia",4,1.16666666666667
"Paraclostridium",3,1.16666666666667
"Pelobacter",3,1.16666666666667
"Pelodictyon",4,1.16666666666667
"Photobacterium",4,1.16666666666667
"Pseudoalteromonas",6,1.16666666666667
"Shewanella",6,1.16666666666667
"Tepidibacillus",3,1.16666666666667
"Vibrio",11,1.16666666666667
"Virgibacillus",3,1.16666666666667
"Pseudomonas",3,1.16
"Aeromonas",4,1.15384615384615
"Caldicellulosiruptor",3,1.15384615384615
"Aggregatibacter",4,1.14285714285714
"Alkalibacterium",4,1.14285714285714
"Bulleidia",3,1.14285714285714
"Candidatus Methanoperedens",4,1.14285714285714
"Chlorobium",3,1.14285714285714
"Dyadobacter",4,1.14285714285714
"Echinicola",3,1.14285714285714
"Effusibacillus",3,1.14285714285714
"Leminorella",4,1.14285714285714
"Methanobrevibacter",5,1.14285714285714
"Methanosarcina",7,1.14285714285714
"Methylomonas",3,1.14285714285714
"Pantoea",4,1.14285714285714
"Paraclostridium",5,1.14285714285714
"Rhizobium",7,1.14285714285714
"Sporosarcina",7,1.14285714285714
"Anaerococcus",3,1.13636363636364
"Acinetobacter",3,1.13333333333333
"Staphylococcus",5,1.13333333333333
"Pseudomonas",4,1.12962962962963
"Capnocytophaga",4,1.12820512820513
"Acinetobacter",6,1.125
"Actinobacillus",5,1.125
"Alicyclobacillus",3,1.125
"Arcobacter",4,1.125
"Echinicola",4,1.125
"Empedobacter",4,1.125
"Herbaspirillum",4,1.125
"Marinobacterium",4,1.125
"Myroides",4,1.125
"Myroides",5,1.125
"Photorhabdus",4,1.125
"Pseudomonas",9,1.125
"Rufibacter",4,1.125
"Sporosarcina",3,1.125
"Tenacibaculum",4,1.125
"Thalassobacillus",3,1.125
"Yersinia",4,1.125
"Brachyspira",6,1.11111111111111
"Caldicellulosiruptor",5,1.11111111111111
"Elizabethkingia",3,1.11111111111111
"Pseudoalteromonas",3,1.11111111111111
"Exiguobacterium",4,1.1
"Methanomassiliicoccus",4,1.1
"Nocardia",4,1.1
"Paraburkholderia",4,1.1
"Sulfurovum",4,1.1
"Aeromonas",5,1.09090909090909
"Bordetella",3,1.09090909090909
"Burkholderia",4,1.09090909090909
"Enterobacter",5,1.09090909090909
"Exiguobacterium",3,1.09090909090909
"Pontibacillus",3,1.09090909090909
"Pseudomonas",11,1.09090909090909
"Facklamia",4,1.08333333333333
"Aquimarina",3,1.07692307692308
"Methanobrevibacter",4,1.07692307692308
"Pseudomonas",7,1.07692307692308
"Achromobacter",4,1.0625
"Caldicellulosiruptor",4,1.0625
"Acinetobacter",5,1.04347826086957
"Aquimarina",4,1.04347826086957
"Acinetobacter",4,1.03703703703704
"Burkholderia",3,1.03703703703704
"Absidia",3,1
"Absidia",4,1
"Absidia",5,1
"Absidia",6,1
"Absidia",7,1
"Absidia",9,1
"Absidia",11,1
"Acaryochloris",3,1
"Acetoanaerobium",3,1
"Acetoanaerobium",7,1
"Acetoanaerobium",8,1
"Acetoanaerobium",11,1
"Acetobacter",8,1
"Acetohalobium",3,1
"Acetohalobium",5,1
"Acetohalobium",7,1
"Acetomicrobium",3,1
"Acetomicrobium",4,1
"Acetomicrobium",5,1
"Acetomicrobium",6,1
"Acetomicrobium",7,1
"Acetomicrobium",11,1
"Acholeplasma",11,1
"Achromobacter",5,1
"Achromobacter",6,1
"Achromobacter",7,1
"Achromobacter",9,1
"Achromobacter",11,1
"Acidibacillus",3,1
"Acidibacillus",4,1
"Acidibacillus",7,1
"Acidibacillus",11,1
"Acidiferrobacter",11,1
"Acidihalobacter",7,1
"Acidiplasma",3,1
"Acidiplasma",4,1
"Acidiplasma",5,1
"Acidiplasma",6,1
"Acidiplasma",7,1
"Acidiplasma",8,1
"Acidipropionibacterium",3,1
"Acidithiobacillus",3,1
"Acidithiobacillus",4,1
"Acidithiobacillus",5,1
"Acidithiobacillus",6,1
"Acidithiobacillus",7,1
"Acidithiobacillus",8,1
"Acidithiobacillus",9,1
"Acidithrix",5,1
"Acidobacterium",3,1
"Acidocella",3,1
"Acidovorax",3,1
"Acidovorax",4,1
"Acidovorax",5,1
"Acidovorax",9,1
"Acidovorax",11,1
"Aciduliprofundum",3,1
"Aciduliprofundum",7,1
"Acinetobacter",8,1
"Acinetobacter",9,1
"Actinobacillus",6,1
"Actinobacillus",9,1
"Actinobacillus",11,1
"Actinomadura",3,1
"Actinomadura",4,1
"Actinomadura",7,1
"Actinomadura",8,1
"Actinomyces",3,1
"Actinomyces",4,1
"Actinomyces",5,1
"Actinomyces",6,1
"Actinomyces",7,1
"Actinomyces",8,1
"Actinomyces",9,1
"Actinomyces",11,1
"Actinomycetospora",3,1
"Actinomycetospora",4,1
"Actinomycetospora",5,1
"Actinomycetospora",6,1
"Actinoplanes",3,1
"Actinoplanes",5,1
"Actinoplanes",11,1
"Actinopolymorpha",4,1
"Actinopolymorpha",5,1
"Actinotignum",5,1
"Adhaeribacter",3,1
"Adhaeribacter",4,1
"Adhaeribacter",6,1
"Adhaeribacter",7,1
"Adlercreutzia",6,1
"Advenella",3,1
"Advenella",4,1
"Advenella",7,1
"Aequorivita",4,1
"Aequorivita",5,1
"Aequorivita",7,1
"Aequorivita",8,1
"Aequorivita",11,1
"Aeribacillus",3,1
"Aeribacillus",4,1
"Aeribacillus",5,1
"Aeribacillus",6,1
"Aerococcus",6,1
"Aeromonas",6,1
"Aeromonas",8,1
"Aestuariivita",6,1
"Aestuariivita",9,1
"Afifella",7,1
"Afipia",5,1
"Aggregatibacter",6,1
"Aggregatibacter",7,1
"Agrobacterium",5,1
"Agrobacterium",6,1
"Agrobacterium",7,1
"Agrobacterium",9,1
"Agrococcus",3,1
"Agrococcus",4,1
"Agrococcus",7,1
"Agrococcus",9,1
"Agromyces",3,1
"Agromyces",5,1
"Agromyces",7,1
"Ahrensia",5,1
"Ahrensia",9,1
"Ahrensia",11,1
"Alcaligenes",3,1
"Alcanivorax",3,1
"Alcanivorax",6,1
"Alcanivorax",7,1
"Alcanivorax",8,1
"Alcanivorax",11,1
"Algibacter",3,1
"Algibacter",7,1
"Algibacter",8,1
"Algibacter",11,1
"Algicola",3,1
"Algicola",4,1
"Algicola",8,1
"Algoriphagus",9,1
"Alicyclobacillus",4,1
"Alicyclobacillus",6,1
"Alicyclobacillus",8,1
"Alicyclobacillus",9,1
"Alicyclobacillus",11,1
"Aliiglaciecola",4,1
"Aliiglaciecola",7,1
"Aliihoeflea",3,1
"Aliihoeflea",4,1
"Aliihoeflea",7,1
"Aliiroseovarius",3,1
"Aliivibrio",4,1
"Aliivibrio",5,1
"Aliivibrio",6,1
"Aliivibrio",7,1
"Aliivibrio",9,1
"Alishewanella",3,1
"Alishewanella",4,1
"Alishewanella",5,1
"Alishewanella",6,1
"Alishewanella",7,1
"Alkalibacterium",6,1
"Alkalibacterium",7,1
"Alkalibacterium",8,1
"Alkaliflexus",5,1
"Alkaliflexus",6,1
"Alkaliflexus",9,1
"Alkaliflexus",11,1
"Alkalilimnicola",3,1
"Alkalilimnicola",7,1
"Alkalimonas",7,1
"Allisonella",9,1
"Allochromatium",3,1
"Allochromatium",5,1
"Allochromatium",6,1
"Allochromatium",7,1
"Allochromatium",11,1
"Allofrancisella",3,1
"Allofrancisella",9,1
"Allofustis",3,1
"Allofustis",4,1
"Allofustis",5,1
"Allofustis",6,1
"Allofustis",11,1
"Alloiococcus",5,1
"Allokutzneria",3,1
"Allokutzneria",7,1
"Alloscardovia",3,1
"Alphabaculovirus",4,1
"Alphabaculovirus",6,1
"Alteromonas",3,1
"Alteromonas",5,1
"Alteromonas",7,1
"Alysiella",5,1
"Amantichitinum",3,1
"Amantichitinum",4,1
"Amantichitinum",5,1
"Aminiphilus",3,1
"Aminiphilus",4,1
"Aminiphilus",6,1
"Aminiphilus",7,1
"Aminiphilus",9,1
"Aminiphilus",11,1
"Aminobacterium",3,1
"Aminobacterium",6,1
"Aminobacterium",7,1
"Aminobacterium",11,1
"Aminomonas",3,1
"Aminomonas",7,1
"Ammonifex",7,1
"Amphibacillus",3,1
"Amphibacillus",7,1
"Amphibacillus",11,1
"Amphritea",7,1
"Amycolatopsis",3,1
"Amycolatopsis",4,1
"Amycolatopsis",5,1
"Amycolatopsis",7,1
"Amycolatopsis",11,1
"Anabaena",3,1
"Anabaena",4,1
"Anabaena",5,1
"Anabaena",7,1
"Anaeroarcus",6,1
"Anaeroarcus",9,1
"Anaeroarcus",11,1
"Anaerobiospirillum",9,1
"Anaerobranca",3,1
"Anaerobranca",5,1
"Anaerobranca",6,1
"Anaerococcus",8,1
"Anaerocolumna",4,1
"Anaerocolumna",6,1
"Anaeroglobus",3,1
"Anaeroglobus",5,1
"Anaeroglobus",6,1
"Anaeroglobus",7,1
"Anaerolinea",6,1
"Anaerolinea",8,1
"Anaeromusa",8,1
"Anaeromyxobacter",3,1
"Anaeromyxobacter",7,1
"Anaerosporomusa",6,1
"Anaerosporomusa",8,1
"Anditalea",3,1
"Anditalea",5,1
"Anditalea",7,1
"Anditalea",8,1
"Aneurinibacillus",7,1
"Aneurinibacillus",8,1
"Aneurinibacillus",9,1
"Aneurinibacillus",11,1
"Anncaliia",4,1
"Anncaliia",6,1
"Anncaliia",7,1
"Anncaliia",9,1
"Anoxybacillus",3,1
"Anoxybacillus",8,1
"Anoxybacillus",9,1
"Aphanizomenon",3,1
"Aphanizomenon",4,1
"Aphanizomenon",7,1
"Apibacter",5,1
"Apibacter",7,1
"Apibacter",8,1
"Apibacter",9,1
"Apibacter",11,1
"Aquimarina",6,1
"Aquimarina",7,1
"Aquimarina",8,1
"Aquimarina",9,1
"Aquimarina",11,1
"Aquitalea",3,1
"Aquitalea",4,1
"Arachidicoccus",3,1
"Arachidicoccus",4,1
"Arachidicoccus",6,1
"Archangium",3,1
"Archangium",5,1
"Arcobacter",5,1
"Arcobacter",6,1
"Arcobacter",9,1
"Arcobacter",11,1
"Arcticibacter",3,1
"Arcticibacter",7,1
"Arcticibacter",9,1
"Arcticibacter",11,1
"Ardenticatena",4,1
"Arenibacter",3,1
"Arenibacter",4,1
"Arenibacter",5,1
"Arenibacter",6,1
"Arenibacter",11,1
"Arhodomonas",3,1
"Arhodomonas",7,1
"Arthrobacter",3,1
"Arthrobacter",4,1
"Arthrobacter",5,1
"Arthrobacter",6,1
"Arthrobacter",7,1
"Arthrobacter",8,1
"Arthrobacter",9,1
"Arthrobacter",11,1
"Asanoa",3,1
"Ascovirus",4,1
"Ascovirus",6,1
"Atopobium",11,1
"Atopococcus",6,1
"Atopococcus",11,1
"Aureimonas",7,1
"Aureimonas",9,1
"Aureimonas",11,1
"Aureispira",3,1
"Austwickia",5,1
"Austwickia",6,1
"Azoarcus",3,1
"Azoarcus",4,1
"Azoarcus",7,1
"Azohydromonas",6,1
"Azohydromonas",7,1
"Azonexus",3,1
"Azonexus",5,1
"Azonexus",6,1
"Azonexus",9,1
"Azonexus",11,1
"Azorhizobium",4,1
"Azorhizobium",8,1
"Azospira",3,1
"Azospira",4,1
"Azospira",5,1
"Azospira",6,1
"Azospira",7,1
"Azospira",8,1
"Azospirillum",8,1
"Azotobacter",3,1
"Azotobacter",4,1
"Azotobacter",7,1
"Azovibrio",3,1
"Azovibrio",4,1
"Azovibrio",7,1
"Bacteriovorax",3,1
"Badnavirus",6,1
"Balneola",4,1
"Balneola",5,1
"Balneola",6,1
"Balneola",7,1
"Bartonella",3,1
"Bartonella",4,1
"Bartonella",7,1
"Bartonella",9,1
"Basfia",6,1
"Batrachochytrium",4,1
"Batrachochytrium",11,1
"Bavariicoccus",4,1
"Bc431virus",3,1
"Bc431virus",4,1
"Bc431virus",5,1
"Bc431virus",6,1
"Bc431virus",8,1
"Bc431virus",11,1
"Bdellovibrio",3,1
"Bdellovibrio",7,1
"Beauveria",6,1
"Beauveria",9,1
"Beauveria",11,1
"Beggiatoa",3,1
"Beggiatoa",4,1
"Beggiatoa",5,1
"Beggiatoa",9,1
"Beggiatoa",11,1
"Bellilinea",4,1
"Bellilinea",7,1
"Bergeriella",3,1
"Bergeriella",4,1
"Bergeriella",5,1
"Bergeyella",3,1
"Bergeyella",4,1
"Bergeyella",5,1
"Bergeyella",7,1
"Bergeyella",11,1
"Beutenbergia",5,1
"Beutenbergia",7,1
"Bhargavaea",3,1
"Bhargavaea",6,1
"Bhargavaea",7,1
"Bhargavaea",9,1
"Bizionia",3,1
"Bizionia",4,1
"Bizionia",5,1
"Bizionia",7,1
"Bizionia",11,1
"Blastopirellula",3,1
"Bordetella",4,1
"Bordetella",7,1
"Bordetella",8,1
"Bordetella",11,1
"Bosea",3,1
"Bosea",4,1
"Bosea",5,1
"Bosea",6,1
"Bosea",7,1
"Bosea",8,1
"Bosea",9,1
"Bosea",11,1
"Brachymonas",3,1
"Brachymonas",4,1
"Brachymonas",5,1
"Brachymonas",6,1
"Brachyspira",8,1
"Bradyrhizobium",4,1
"Bradyrhizobium",5,1
"Bradyrhizobium",7,1
"Bradyrhizobium",8,1
"Bradyrhizobium",9,1
"Bradyrhizobium",11,1
"Brevibacterium",4,1
"Brevundimonas",3,1
"Brevundimonas",7,1
"Brochothrix",3,1
"Brochothrix",4,1
"Brochothrix",5,1
"Bryobacter",7,1
"Bryocella",3,1
"Bryocella",7,1
"Bulleidia",4,1
"Bulleidia",8,1
"Bulleidia",9,1
"Bulleidia",11,1
"Burkholderia",6,1
"Burkholderia",8,1
"Burkholderia",11,1
"Caballeronia",3,1
"Caballeronia",7,1
"Caedibacter",3,1
"Caedibacter",4,1
"Caedibacter",6,1
"Caenispirillum",3,1
"Caenispirillum",4,1
"Caenispirillum",5,1
"Caenispirillum",6,1
"Caenispirillum",7,1
"Caenispirillum",8,1
"Caldalkalibacillus",4,1
"Caldalkalibacillus",11,1
"Caldanaerobacter",6,1
"Caldanaerobacter",7,1
"Caldibacillus",3,1
"Caldibacillus",4,1
"Caldibacillus",8,1
"Caldibacillus",11,1
"Caldicellulosiruptor",11,1
"Caldilinea",3,1
"Caldilinea",7,1
"Caldimonas",5,1
"Caldisalinibacter",8,1
"Calditerricola",3,1
"Calditerricola",4,1
"Calditerricola",5,1
"Calditerricola",6,1
"Calditerricola",7,1
"Calditerricola",11,1
"Calditerrivibrio",3,1
"Calditerrivibrio",4,1
"Calditerrivibrio",7,1
"Caldithrix",3,1
"Caldithrix",4,1
"Caldithrix",6,1
"Caldithrix",8,1
"Caldithrix",9,1
"Caloramator",6,1
"Caloramator",8,1
"Caloranaerobacter",8,1
"Calothrix",3,1
"Calothrix",4,1
"Calothrix",5,1
"Calothrix",6,1
"Calothrix",7,1
"Calothrix",8,1
"Calothrix",9,1
"Calothrix",11,1
"Caminibacter",4,1
"Candidatus Accumulibacter",3,1
"Candidatus Accumulibacter",4,1
"Candidatus Accumulibacter",7,1
"Candidatus Accumulibacter",11,1
"Candidatus Adiutrix",5,1
"Candidatus Aquiluna",4,1
"Candidatus Aquiluna",7,1
"Candidatus Arthromitus",3,1
"Candidatus Arthromitus",5,1
"Candidatus Arthromitus",6,1
"Candidatus Arthromitus",7,1
"Candidatus Arthromitus",8,1
"Candidatus Arthromitus",9,1
"Candidatus Arthromitus",11,1
"Candidatus Brocadia",3,1
"Candidatus Brocadia",7,1
"Candidatus Brocadia",8,1
"Candidatus Brocadia",9,1
"Candidatus Brocadia",11,1
"Candidatus Cloacimonas",3,1
"Candidatus Cloacimonas",5,1
"Candidatus Cloacimonas",7,1
"Candidatus Competibacter",3,1
"Candidatus Competibacter",5,1
"Candidatus Competibacter",7,1
"Candidatus Desulfofervidus",3,1
"Candidatus Desulfofervidus",7,1
"Candidatus Desulfofervidus",9,1
"Candidatus Endobugula",3,1
"Candidatus Endobugula",7,1
"Candidatus Endolissoclinum",3,1
"Candidatus Endolissoclinum",6,1
"Candidatus Entotheonella",4,1
"Candidatus Entotheonella",5,1
"Candidatus Entotheonella",6,1
"Candidatus Entotheonella",9,1
"Candidatus Entotheonella",11,1
"Candidatus Izimaplasma",3,1
"Candidatus Izimaplasma",6,1
"Candidatus Izimaplasma",9,1
"Candidatus Jettenia",3,1
"Candidatus Jettenia",4,1
"Candidatus Jettenia",6,1
"Candidatus Jettenia",7,1
"Candidatus Jettenia",11,1
"Candidatus Jidaibacter",7,1
"Candidatus Kryptonium",3,1
"Candidatus Kryptonium",4,1
"Candidatus Kryptonium",5,1
"Candidatus Kryptonium",6,1
"Candidatus Kryptonium",7,1
"Candidatus Kuenenia",3,1
"Candidatus Kuenenia",4,1
"Candidatus Kuenenia",5,1
"Candidatus Kuenenia",7,1
"Candidatus Liberibacter",5,1
"Candidatus Magnetobacterium",3,1
"Candidatus Magnetobacterium",4,1
"Candidatus Magnetobacterium",6,1
"Candidatus Magnetobacterium",7,1
"Candidatus Magnetobacterium",8,1
"Candidatus Magnetoglobus",4,1
"Candidatus Magnetoglobus",5,1
"Candidatus Magnetoglobus",7,1
"Candidatus Magnetoglobus",11,1
"Candidatus Magnetomorum",4,1
"Candidatus Magnetomorum",5,1
"Candidatus Magnetoovum",3,1
"Candidatus Magnetoovum",7,1
"Candidatus Marithrix",4,1
"Candidatus Marithrix",5,1
"Candidatus Marithrix",8,1
"Candidatus Methanomethylophilus",3,1
"Candidatus Methanomethylophilus",4,1
"Candidatus Methanomethylophilus",6,1
"Candidatus Methanomethylophilus",7,1
"Candidatus Methanomethylophilus",11,1
"Candidatus Methanoperedens",3,1
"Candidatus Methanoperedens",5,1
"Candidatus Methanoperedens",6,1
"Candidatus Methanoperedens",7,1
"Candidatus Methanoperedens",8,1
"Candidatus Methanoperedens",9,1
"Candidatus Micrarchaeum",4,1
"Candidatus Odyssella",3,1
"Candidatus Odyssella",4,1
"Candidatus Odyssella",9,1
"Candidatus Phaeomarinobacter",3,1
"Candidatus Phaeomarinobacter",4,1
"Candidatus Phaeomarinobacter",5,1
"Candidatus Phaeomarinobacter",8,1
"Candidatus Phaeomarinobacter",11,1
"Candidatus Profftella",3,1
"Candidatus Profftella",5,1
"Candidatus Profftella",6,1
"Candidatus Profftella",7,1
"Candidatus Saccharimonas",11,1
"Candidatus Scalindua",3,1
"Candidatus Scalindua",4,1
"Candidatus Scalindua",5,1
"Candidatus Scalindua",6,1
"Candidatus Scalindua",7,1
"Candidatus Schmidhempelia",5,1
"Candidatus Schmidhempelia",6,1
"Candidatus Schmidhempelia",7,1
"Candidatus Schmidhempelia",11,1
"Candidatus Symbiothrix",11,1
"Candidatus Tenderia",5,1
"Capnocytophaga",9,1
"Carboxydothermus",3,1
"Carboxydothermus",4,1
"Carboxydothermus",9,1
"Carboxydothermus",11,1
"Carnobacterium",9,1
"Carnobacterium",11,1
"Caryophanon",6,1
"Caryophanon",7,1
"Castellaniella",3,1
"Castellaniella",4,1
"Castellaniella",6,1
"Castellaniella",7,1
"Catalinimonas",3,1
"Catalinimonas",5,1
"Catalinimonas",7,1
"Catellicoccus",5,1
"Catelliglobosispora",3,1
"Catelliglobosispora",5,1
"Catelliglobosispora",7,1
"Catenulispora",7,1
"Caulobacter",3,1
"Caulobacter",4,1
"Caulobacter",5,1
"Caulobacter",6,1
"Caulobacter",7,1
"Caulobacter",9,1
"Caulobacter",11,1
"Cba41virus",3,1
"Cba41virus",5,1
"Cba41virus",7,1
"Cecembia",3,1
"Cecembia",4,1
"Cecembia",5,1
"Cecembia",6,1
"Cedecea",7,1
"Celeribacter",3,1
"Celeribacter",7,1
"Celeribacter",9,1
"Cellulomonas",3,1
"Cellulomonas",4,1
"Cellulomonas",6,1
"Cellulophaga",3,1
"Cellulophaga",5,1
"Cellulophaga",7,1
"Cellulophaga",8,1
"Cellulosimicrobium",3,1
"Cellulosimicrobium",5,1
"Cellulosimicrobium",7,1
"Cellulosimicrobium",8,1
"Cellulosimicrobium",11,1
"Cellvibrio",3,1
"Cellvibrio",5,1
"Cellvibrio",6,1
"Cellvibrio",7,1
"Cellvibrio",11,1
"Centipeda",9,1
"Cephaloticoccus",3,1
"Cephaloticoccus",4,1
"Cephaloticoccus",5,1
"Cephaloticoccus",7,1
"Cesiribacter",3,1
"Cesiribacter",5,1
"Cesiribacter",7,1
"Cesiribacter",8,1
"Cetobacterium",4,1
"Cetobacterium",5,1
"Cetobacterium",9,1
"Cetobacterium",11,1
"Chamaesiphon",4,1
"Chamaesiphon",6,1
"Chamaesiphon",7,1
"Chitinilyticum",3,1
"Chitinilyticum",4,1
"Chitinilyticum",5,1
"Chitinilyticum",8,1
"Chitinilyticum",11,1
"Chitinimonas",7,1
"Chitinispirillum",3,1
"Chitinispirillum",5,1
"Chitinispirillum",11,1
"Chitinivibrio",3,1
"Chitinivibrio",6,1
"Chitinivibrio",7,1
"Chitinophaga",9,1
"Chlorobaculum",3,1
"Chlorobaculum",4,1
"Chlorobaculum",5,1
"Chlorobaculum",6,1
"Chlorobium",5,1
"Chlorobium",7,1
"Chlorobium",8,1
"Chlorobium",9,1
"Chloroflexus",3,1
"Chloroflexus",4,1
"Chloroflexus",5,1
"Chloroflexus",6,1
"Chloroflexus",7,1
"Chlorogloeopsis",7,1
"Choanephora",3,1
"Choanephora",4,1
"Choanephora",6,1
"Choanephora",11,1
"Chondromyces",3,1
"Chondromyces",4,1
"Chondromyces",5,1
"Chondromyces",6,1
"Chondromyces",7,1
"Chondromyces",9,1
"Chromobacterium",3,1
"Chromobacterium",4,1
"Chromobacterium",6,1
"Chromobacterium",7,1
"Chryseobacterium",11,1
"Chthoniobacter",4,1
"Chthonomonas",4,1
"Chthonomonas",5,1
"Citrobacter",3,1
"Citrobacter",4,1
"Citrobacter",6,1
"Citrobacter",8,1
"Citrobacter",9,1
"Citrobacter",11,1
"Cloacibacterium",3,1
"Cloacibacterium",5,1
"Cloacibacterium",6,1
"Cloacibacterium",8,1
"Cloacibacterium",9,1
"Cobetia",3,1
"Cobetia",4,1
"Cobetia",5,1
"Cobetia",7,1
"Cobetia",11,1
"Coleofasciculus",7,1
"Colletotrichum",4,1
"Colletotrichum",5,1
"Colletotrichum",6,1
"Colletotrichum",8,1
"Collimonas",3,1
"Collimonas",4,1
"Collimonas",5,1
"Collimonas",8,1
"Colwellia",5,1
"Colwellia",6,1
"Colwellia",7,1
"Colwellia",8,1
"Comamonas",4,1
"Comamonas",5,1
"Comamonas",6,1
"Comamonas",9,1
"Commensalibacter",7,1
"Conexibacter",4,1
"Conexibacter",7,1
"Congregibacter",3,1
"Congregibacter",7,1
"Conidiobolus",3,1
"Conidiobolus",4,1
"Conidiobolus",5,1
"Conidiobolus",6,1
"Conidiobolus",7,1
"Conidiobolus",9,1
"Coprothermobacter",3,1
"Coprothermobacter",4,1
"Coprothermobacter",5,1
"Coprothermobacter",7,1
"Coraliomargarita",5,1
"Coraliomargarita",6,1
"Coraliomargarita",9,1
"Corallococcus",8,1
"Corallococcus",9,1
"Coriobacterium",3,1
"Coriobacterium",5,1
"Coriobacterium",6,1
"Coriobacterium",7,1
"Coriobacterium",9,1
"Corynebacterium",3,1
"Corynebacterium",4,1
"Corynebacterium",5,1
"Corynebacterium",6,1
"Corynebacterium",7,1
"Corynebacterium",8,1
"Corynebacterium",11,1
"Coxiella",3,1
"Coxiella",4,1
"Coxiella",5,1
"Coxiella",7,1
"Crenobacter",7,1
"Criblamydia",5,1
"Criblamydia",7,1
"Criblamydia",9,1
"Crinalium",4,1
"Crinalium",7,1
"Crinalium",11,1
"Crocinitomix",4,1
"Crocinitomix",6,1
"Crocosphaera",3,1
"Cronobacter",3,1
"Cronobacter",4,1
"Cronobacter",8,1
"Cryobacterium",4,1
"Cryptobacterium",3,1
"Cryptobacterium",4,1
"Cryptobacterium",11,1
"Cupriavidus",3,1
"Cupriavidus",5,1
"Cupriavidus",6,1
"Curtobacterium",5,1
"Cyanobacterium",3,1
"Cyanobacterium",4,1
"Cyanobacterium",5,1
"Cyanobacterium",6,1
"Cyanobacterium",8,1
"Cyanothece",3,1
"Cyanothece",4,1
"Cyanothece",5,1
"Cyanothece",7,1
"Cyclobacterium",4,1
"Cyclobacterium",6,1
"Cyclobacterium",8,1
"Cyclobacterium",9,1
"Cyclobacterium",11,1
"Cystobacter",3,1
"Cystobacter",4,1
"Cystobacter",6,1
"Cystobacter",8,1
"Cytophaga",3,1
"Cytophaga",4,1
"Cytophaga",7,1
"Cytophaga",8,1
"Cytophaga",11,1
"Dacryopinax",3,1
"Dacryopinax",7,1
"Deefgea",4,1
"Deferribacter",3,1
"Deferribacter",7,1
"Deferrisoma",4,1
"Deferrisoma",5,1
"Deferrisoma",9,1
"Deferrisoma",11,1
"Defluviitalea",8,1
"Defluviitoga",4,1
"Defluviitoga",7,1
"Defluviitoga",8,1
"Defluviitoga",9,1
"Defluviitoga",11,1
"Dehalococcoides",11,1
"Dehalogenimonas",3,1
"Dehalogenimonas",4,1
"Dehalogenimonas",7,1
"Dehalogenimonas",9,1
"Dehalogenimonas",11,1
"Deinococcus",3,1
"Deinococcus",4,1
"Deinococcus",5,1
"Deinococcus",6,1
"Delftia",5,1
"Delftia",9,1
"Demequina",4,1
"Dendrosporobacter",3,1
"Dendrosporobacter",6,1
"Denitrobacterium",6,1
"Denitrobacterium",8,1
"Denitrobacterium",11,1
"Denitrovibrio",5,1
"Denitrovibrio",6,1
"Derxia",4,1
"Derxia",9,1
"Derxia",11,1
"Desulfarculus",4,1
"Desulfarculus",5,1
"Desulfatibacillum",3,1
"Desulfatibacillum",4,1
"Desulfatibacillum",5,1
"Desulfatibacillum",6,1
"Desulfatibacillum",11,1
"Desulfatiglans",8,1
"Desulfatiglans",9,1
"Desulfatiglans",11,1
"Desulfatirhabdium",8,1
"Desulfatirhabdium",9,1
"Desulfatirhabdium",11,1
"Desulfatitalea",3,1
"Desulfatitalea",4,1
"Desulfatitalea",5,1
"Desulfatitalea",9,1
"Desulfatitalea",11,1
"Desulfitibacter",6,1
"Desulfitibacter",8,1
"Desulfobacca",4,1
"Desulfobacter",3,1
"Desulfobacter",4,1
"Desulfobacter",5,1
"Desulfobacter",7,1
"Desulfobacter",8,1
